readcode,term_readcode,category,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
XaPJ8#,Kinyarwanda language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJ8#
XaPJ9#,Malay language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJ9#
XaPJA#,Kashmiri language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJA#
XaPJB#,Kazakh language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJB#
XaPJC#,Inupiaq language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJC#
XaPJ6#,Latvian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJ6#
XaPJD#,Javanese language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJD#
XaPJE#,Inuktitut language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJE#
XaPJF#,Interlingue language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJF#
XaPJT#,Lao language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJT#
XaPJU#,Icelandic language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJU#
XaPJV#,Hungarian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJV#
XaPLD#,Kalaallisut language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLD#
XaPLH#,Indonesian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLH#
XaPKU#,Guarani language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPKU#
XaPKV#,Georgian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPKV#
XaPL7#,Galician language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPL7#
XachK#,Irish interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachK#
XachL#,Manx interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachL#
XachM#,Haitian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachM#
XachO#,Herero interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachO#
XachP#,Hiri Motu interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachP#
XachQ#,Ido interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachQ#
XachS#,Interlingua interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachS#
XachT#,Kanuri interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachT#
XachU#,Kikuyu interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachU#
XachV#,Komi interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachV#
XachW#,Kongo interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachW#
XachX#,Kuanyama interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachX#
XachY#,Latin interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachY#
XachZ#,Limburgan interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachZ#
Xacha#,Luxembourgish interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xacha#
Xachb#,Luba-Katanga interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachb#
Xachc#,Marshallese interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachc#
XaLRS#,Interpreter needed - Dutch,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRS#
XaLRH#,Interpreter needed - Amharic,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRH#
XaLRF#,Interpreter needed - Akan,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRF#
XaLRR#,Interpreter needed - Czech,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRR#
XaLRI#,Interpreter needed - Arabic,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRI#
XaLRG#,Interpreter needed - Albanian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRG#
XaLRQ#,Interpreter needed - Croatian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRQ#
XaLRJ#,Interpreter needed - Bengali,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRJ#
XaLRP#,Interpreter needed - Cantonese,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRP#
XaLRV#,Interpreter needed - French,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRV#
XaLRe#,Interpreter needed - French Creole,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRe#
XaPC6#,Bulgarian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPC6#
XaPIw#,Ethiopian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIw#
XaPIx#,Brawa language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIx#
XaPKW#,Frisian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPKW#
XaPL5#,Faeroese language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPL5#
XaPL6#,Fijian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPL6#
XaPL8#,Esperanto language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPL8#
XaPL9#,Estonian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPL9#
XaPLA#,Corsican language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLA#
XaPLB#,Danish language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLB#
XaPLE#,Catalan language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLE#
XaPLF#,Belarusian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLF#
XaPLI#,Breton language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLI#
XaPLJ#,Bislama language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLJ#
XaPLL#,Assamese language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLL#
XaPLK#,Bihari language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLK#
XaPLM#,Armenian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLM#
XaPLR#,Central Khmer language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLR#
XaPLT#,Burmese language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLT#
XaPLc#,Aymara language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLc#
XaPLd#,Afrikaans language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLd#
XaPLf#,Azerbaijani language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLf#
XaPLg#,Basque language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLg#
XaPLj#,Afar language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLj#
XaPLk#,Abkhazian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLk#
XaPLm#,Dzongkha language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLm#
XaLRT#,Farsi language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRT#
Xach1#,Aragonese interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach1#
Xach2#,Avaric interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach2#
Xach3#,Avestan interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach3#
Xach4#,Bashkir interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach4#
Xach5#,Bambara interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach5#
Xach6#,Bosnian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach6#
Xach7#,Chamorro interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach7#
Xach8#,Chechen interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach8#
Xach9#,Church Slavic interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xach9#
XachA#,Chuvash interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachA#
XachB#,Cornish interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachB#
XachC#,Cree interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachC#
XachD#,Dhivehi interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachD#
XachF#,Ewe interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachF#
XachI#,Fulah interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachI#
Xaci2#,Chinese interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xaci2#
XaF45#,Presence of interpreter,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaF45#
XaNOE#,Telephone interpreting service used,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaNOE#
XaF46#,Interpreter present,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaF46#
XaG5t#,Main spoken language English,Speaks English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5t#
